user_id,test_group,credit_score_bucket,income_level,has_login,has_viewed_dashboard,has_clicked_credit_health,has_started_app,has_submitted_app,is_converted,application_amount
USER_01194,treatment,Good,High,1,1,1,0,0,0,
USER_01195,control,Fair,Medium,1,1,0,0,0,0,
USER_01196,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01197,control,Good,Medium,1,1,1,0,0,0,
USER_01198,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01199,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01200,treatment,Fair,Low,1,1,1,1,1,1,6689.0
USER_01201,treatment,Fair,Medium,1,1,1,1,1,1,10935.0
USER_01202,treatment,Excellent,Medium,1,1,1,1,1,1,5305.0
USER_01203,control,Good,Medium,1,1,1,1,1,1,10504.0
USER_01204,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01205,treatment,Fair,High,1,1,1,0,0,0,
USER_01206,treatment,Fair,Medium,1,1,0,0,0,0,
USER_01207,control,Good,Medium,1,1,0,0,0,0,
USER_01208,control,Fair,Medium,1,1,0,0,0,0,
USER_01209,control,Excellent,Medium,1,1,0,0,0,0,
USER_01210,treatment,Good,Medium,1,1,1,0,0,0,
USER_01211,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01212,treatment,Excellent,Low,1,1,0,0,0,0,
USER_01213,treatment,Excellent,Low,1,1,1,1,1,1,19441.0
USER_01214,control,Good,Medium,1,1,1,0,0,0,
USER_01215,control,Excellent,Low,1,1,1,0,0,0,
USER_01216,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01217,treatment,Fair,Low,1,1,1,0,0,0,
USER_01218,control,Good,Medium,1,1,1,1,1,1,8352.0
USER_01219,treatment,Good,Medium,1,1,1,1,1,1,14345.0
USER_01220,treatment,Good,Medium,1,1,1,1,1,1,9316.0
USER_01221,control,Excellent,Medium,1,1,0,0,0,0,
USER_01222,treatment,Poor,Low,1,1,1,1,1,1,13206.0
USER_01223,treatment,Good,High,1,1,0,0,0,0,
USER_01224,treatment,Fair,Medium,1,1,0,0,0,0,
USER_01225,treatment,Fair,Medium,1,1,1,1,1,1,19700.0
USER_01226,treatment,Good,Medium,1,1,1,1,1,1,17663.0
USER_01227,control,Good,High,1,1,0,0,0,0,
USER_01228,treatment,Good,Medium,1,1,1,1,1,1,9390.0
USER_01229,control,Good,Medium,1,1,0,0,0,0,
USER_01230,control,Good,Medium,1,1,0,0,0,0,
USER_01231,treatment,Good,Medium,1,1,1,0,0,0,
USER_01232,treatment,Poor,High,1,1,1,0,0,0,
USER_01233,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01234,control,Good,Medium,1,1,1,0,0,0,
USER_01235,control,Good,Medium,1,1,1,0,0,0,
USER_01236,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01237,treatment,Poor,Low,1,1,1,0,0,0,
USER_01238,treatment,Good,Medium,1,1,1,0,0,0,
USER_01239,treatment,Good,Low,1,1,1,1,1,1,9864.0
USER_01240,control,Fair,Medium,1,1,1,1,1,1,13557.0
USER_01241,treatment,Good,Medium,1,1,1,0,0,0,
USER_01242,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01243,treatment,Good,Medium,1,1,1,0,0,0,
USER_01244,treatment,Fair,Medium,1,1,1,1,1,1,19997.0
USER_01245,control,Excellent,High,1,1,0,0,0,0,
USER_01246,treatment,Good,Medium,1,1,1,1,1,1,19561.0
USER_01247,control,Good,Low,1,1,0,0,0,0,
USER_01248,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01249,control,Excellent,Low,1,1,0,0,0,0,
USER_01250,treatment,Fair,Medium,1,1,1,1,1,1,10174.0
USER_01251,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01252,control,Good,Medium,1,1,0,0,0,0,
USER_01253,treatment,Good,Medium,1,1,1,1,1,1,19636.0
USER_01254,treatment,Excellent,High,1,1,1,0,0,0,
USER_01255,treatment,Good,Medium,1,1,1,0,0,0,
USER_01256,control,Fair,Medium,1,1,1,0,0,0,
USER_01257,control,Excellent,Low,1,1,0,0,0,0,
USER_01258,control,Fair,High,1,1,1,1,1,1,9979.0
USER_01259,control,Poor,Medium,1,1,0,0,0,0,
USER_01260,treatment,Excellent,Medium,1,1,1,1,1,1,6740.0
USER_01261,control,Fair,Medium,1,1,0,0,0,0,
USER_01262,control,Excellent,Low,1,1,0,0,0,0,
USER_01263,control,Poor,Medium,1,1,1,0,0,0,
USER_01264,control,Good,Medium,1,1,0,0,0,0,
USER_01265,control,Good,Medium,1,1,0,0,0,0,
USER_01266,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01267,treatment,Fair,Low,1,1,1,1,1,1,17636.0
USER_01268,control,Good,Medium,1,1,0,0,0,0,
USER_01269,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01270,control,Good,Low,1,1,0,0,0,0,
USER_01271,treatment,Good,High,1,1,1,0,0,0,
USER_01272,control,Good,High,1,1,1,0,0,0,
USER_01273,control,Fair,Medium,1,1,0,0,0,0,
USER_01274,control,Fair,Medium,1,1,1,0,0,0,
USER_01275,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01276,treatment,Good,Medium,1,1,1,0,0,0,
USER_01277,control,Excellent,Medium,1,1,0,0,0,0,
USER_01278,treatment,Good,Medium,1,1,1,1,1,1,16062.0
USER_01279,control,Fair,Low,1,1,0,0,0,0,
USER_01280,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01281,treatment,Poor,Low,1,1,1,0,0,0,
USER_01282,treatment,Good,Medium,1,1,1,1,1,1,15964.0
USER_01283,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01284,control,Excellent,High,1,1,1,0,0,0,
USER_01285,control,Good,Low,1,1,1,1,1,1,5717.0
USER_01286,treatment,Good,Medium,1,1,1,1,1,1,11009.0
USER_01287,control,Fair,High,1,1,1,0,0,0,
USER_01288,control,Good,High,1,1,1,0,0,0,
USER_01289,control,Poor,Medium,1,1,1,0,0,0,
USER_01290,treatment,Good,Medium,1,1,0,0,0,0,
USER_01291,control,Poor,Medium,1,1,0,0,0,0,
USER_01292,control,Poor,Medium,1,1,1,0,0,0,
USER_01293,treatment,Good,Medium,1,1,0,0,0,0,
USER_01294,treatment,Good,Medium,1,1,1,1,1,1,9893.0
USER_01295,control,Good,Low,1,1,0,0,0,0,
USER_01296,treatment,Excellent,High,1,1,1,0,0,0,
USER_01297,treatment,Good,Medium,1,1,1,0,0,0,
USER_01298,treatment,Good,Medium,1,1,1,0,0,0,
USER_01299,treatment,Good,Medium,1,1,1,0,0,0,
USER_01300,treatment,Fair,Low,1,1,1,0,0,0,
USER_01301,control,Fair,Medium,1,1,1,0,0,0,
USER_01302,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01303,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01304,treatment,Poor,High,1,1,1,0,0,0,
USER_01305,treatment,Fair,Medium,1,1,1,1,1,1,9918.0
USER_01306,control,Excellent,Medium,1,1,1,1,1,1,6712.0
USER_01307,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01308,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01309,control,Fair,High,1,1,0,0,0,0,
USER_01310,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01311,treatment,Excellent,Medium,1,1,0,0,0,0,
USER_01312,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01313,treatment,Good,High,1,1,1,1,1,1,10738.0
USER_01314,control,Good,Low,1,1,0,0,0,0,
USER_01315,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01316,treatment,Fair,Medium,1,1,1,1,1,1,14993.0
USER_01317,control,Good,Medium,1,1,1,0,0,0,
USER_01318,control,Good,Medium,1,1,0,0,0,0,
USER_01319,treatment,Good,High,1,1,1,0,0,0,
USER_01320,treatment,Excellent,Medium,1,1,0,0,0,0,
USER_01321,treatment,Good,High,1,1,1,1,1,1,19009.0
USER_01322,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01323,treatment,Good,Medium,1,1,1,0,0,0,
USER_01324,treatment,Poor,Low,1,1,1,0,0,0,
USER_01325,control,Good,Medium,1,1,0,0,0,0,
USER_01326,treatment,Good,High,1,1,1,0,0,0,
USER_01327,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01328,treatment,Poor,High,1,1,0,0,0,0,
USER_01329,treatment,Poor,Low,1,1,1,1,1,1,16194.0
USER_01330,control,Good,Medium,1,1,0,0,0,0,
USER_01331,control,Good,Medium,1,1,1,0,0,0,
USER_01332,control,Good,Medium,1,1,0,0,0,0,
USER_01333,control,Good,Medium,1,1,0,0,0,0,
USER_01334,control,Good,High,1,1,0,0,0,0,
USER_01335,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01336,treatment,Good,Medium,1,1,0,0,0,0,
USER_01337,control,Good,Medium,1,1,1,0,0,0,
USER_01338,control,Fair,Medium,1,1,0,0,0,0,
USER_01339,control,Poor,High,1,1,1,0,0,0,
USER_01340,treatment,Poor,Low,1,1,1,0,0,0,
USER_01341,control,Excellent,Medium,1,1,1,0,0,0,
USER_01342,treatment,Fair,Low,1,1,0,0,0,0,
USER_01343,treatment,Good,Low,1,1,1,0,0,0,
USER_01344,treatment,Good,Medium,1,1,1,0,0,0,
USER_01345,control,Poor,Low,1,1,0,0,0,0,
USER_01346,control,Good,Medium,1,1,0,0,0,0,
USER_01347,control,Poor,Medium,1,1,1,0,0,0,
USER_01348,treatment,Good,Medium,1,1,1,0,0,0,
USER_01349,treatment,Poor,Medium,1,1,0,0,0,0,
USER_01350,control,Excellent,Medium,1,1,0,0,0,0,
USER_01351,treatment,Excellent,Medium,1,1,1,1,1,1,6937.0
USER_01352,treatment,Good,Medium,1,1,0,0,0,0,
USER_01353,control,Excellent,High,1,1,0,0,0,0,
USER_01354,control,Excellent,Medium,1,1,0,0,0,0,
USER_01355,treatment,Fair,Low,1,1,1,0,0,0,
USER_01356,control,Good,Medium,1,1,1,0,0,0,
USER_01357,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01358,treatment,Good,High,1,1,1,0,0,0,
USER_01359,treatment,Fair,Medium,1,1,1,1,1,1,10363.0
USER_01360,treatment,Good,Medium,1,1,1,0,0,0,
USER_01361,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01362,control,Excellent,Medium,1,1,0,0,0,0,
USER_01363,treatment,Fair,Low,1,1,1,0,0,0,
USER_01364,control,Good,Medium,1,1,0,0,0,0,
USER_01365,control,Poor,Medium,1,1,0,0,0,0,
USER_01366,treatment,Poor,Low,1,1,1,0,0,0,
USER_01367,control,Excellent,Low,1,1,0,0,0,0,
USER_01368,control,Good,Medium,1,1,0,0,0,0,
USER_01369,control,Poor,Medium,1,1,0,0,0,0,
USER_01370,treatment,Excellent,High,1,1,1,1,1,1,14951.0
USER_01371,control,Good,Medium,1,1,0,0,0,0,
USER_01372,control,Excellent,High,1,1,0,0,0,0,
USER_01373,treatment,Excellent,Medium,1,1,1,1,1,1,13265.0
USER_01374,control,Excellent,Medium,1,1,0,0,0,0,
USER_01375,control,Good,Medium,1,1,0,0,0,0,
USER_01376,control,Good,High,1,1,0,0,0,0,
USER_01377,control,Excellent,High,1,1,1,0,0,0,
USER_01378,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01379,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01380,control,Fair,Medium,1,1,1,0,0,0,
USER_01381,treatment,Poor,Medium,1,1,0,0,0,0,
USER_01382,control,Good,Medium,1,1,1,0,0,0,
USER_01383,treatment,Good,Medium,1,1,1,0,0,0,
USER_01384,treatment,Excellent,High,1,1,1,1,1,1,13102.0
USER_01385,treatment,Good,Medium,1,1,1,0,0,0,
USER_01386,control,Fair,High,1,1,1,0,0,0,
USER_01387,control,Excellent,Medium,1,1,0,0,0,0,
USER_01388,control,Good,Medium,1,1,1,1,1,1,8610.0
USER_01389,treatment,Fair,Medium,1,1,1,1,1,1,6892.0
USER_01390,treatment,Good,Medium,1,1,0,0,0,0,
USER_01391,control,Excellent,High,1,1,0,0,0,0,
USER_01392,treatment,Fair,Low,1,1,1,0,0,0,
USER_01393,control,Poor,Medium,1,1,1,0,0,0,
USER_01394,treatment,Good,Low,1,1,1,0,0,0,
USER_01395,treatment,Fair,High,1,1,1,0,0,0,
USER_01396,treatment,Good,Low,1,1,1,0,0,0,
USER_01397,control,Excellent,Low,1,1,0,0,0,0,
USER_01398,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01399,control,Good,Low,1,1,1,0,0,0,
USER_01400,treatment,Good,Low,1,1,0,0,0,0,
USER_01401,treatment,Good,Medium,1,1,1,1,1,1,19582.0
USER_01402,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01403,treatment,Poor,High,1,1,1,0,0,0,
USER_01404,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01405,treatment,Good,Medium,1,1,0,0,0,0,
USER_01406,control,Fair,Medium,1,1,0,0,0,0,
USER_01407,treatment,Good,Low,1,1,1,1,1,1,11368.0
USER_01408,treatment,Fair,High,1,1,1,0,0,0,
USER_01409,treatment,Good,Medium,1,1,1,0,0,0,
USER_01410,control,Fair,High,1,1,0,0,0,0,
USER_01411,treatment,Poor,Low,1,1,1,0,0,0,
USER_01412,control,Excellent,Low,1,1,1,0,0,0,
USER_01413,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01414,control,Fair,Medium,1,1,1,0,0,0,
USER_01415,control,Poor,Medium,1,1,1,0,0,0,
USER_01416,treatment,Fair,Low,1,1,1,0,0,0,
USER_01417,control,Good,Medium,1,1,0,0,0,0,
USER_01418,control,Good,Medium,1,1,0,0,0,0,
USER_01419,treatment,Poor,Medium,1,1,1,1,1,1,17175.0
USER_01420,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01421,control,Fair,Medium,1,1,0,0,0,0,
USER_01422,control,Good,High,1,1,0,0,0,0,
USER_01423,treatment,Good,Medium,1,1,1,1,1,1,6525.0
USER_01424,control,Good,High,1,1,0,0,0,0,
USER_01425,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01426,control,Good,High,1,1,1,1,1,1,15597.0
USER_01427,treatment,Excellent,Medium,1,1,1,1,1,1,12837.0
USER_01428,treatment,Fair,Medium,1,1,1,1,1,1,16883.0
USER_01429,control,Fair,High,1,1,0,0,0,0,
USER_01430,treatment,Good,Low,1,1,1,0,0,0,
USER_01431,control,Good,Medium,1,1,0,0,0,0,
USER_01432,treatment,Good,High,1,1,0,0,0,0,
USER_01433,control,Good,Medium,1,1,0,0,0,0,
USER_01434,treatment,Good,Medium,1,1,1,1,1,1,19019.0
USER_01435,control,Poor,Low,1,1,0,0,0,0,
USER_01436,control,Good,Medium,1,1,0,0,0,0,
USER_01437,control,Good,High,1,1,1,0,0,0,
USER_01438,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01439,treatment,Excellent,Low,1,1,0,0,0,0,
USER_01440,control,Poor,Medium,1,1,1,0,0,0,
USER_01441,control,Fair,High,1,1,1,0,0,0,
USER_01442,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01443,treatment,Good,Medium,1,1,0,0,0,0,
USER_01444,control,Excellent,Medium,1,1,1,0,0,0,
USER_01445,control,Good,Medium,1,1,0,0,0,0,
USER_01446,treatment,Good,High,1,1,1,1,1,1,6801.0
USER_01447,treatment,Good,Low,1,1,1,1,1,1,12294.0
USER_01448,control,Excellent,Medium,1,1,0,0,0,0,
USER_01449,control,Fair,Low,1,1,0,0,0,0,
USER_01450,control,Good,High,1,1,1,0,0,0,
USER_01451,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01452,control,Fair,Medium,1,1,1,0,0,0,
USER_01453,treatment,Poor,High,1,1,1,0,0,0,
USER_01454,treatment,Good,Low,1,1,1,0,0,0,
USER_01455,treatment,Good,Medium,1,1,1,0,0,0,
USER_01456,treatment,Good,Low,1,1,1,1,1,1,11428.0
USER_01457,treatment,Good,High,1,1,1,0,0,0,
USER_01458,treatment,Fair,Medium,1,1,0,0,0,0,
USER_01459,control,Fair,High,1,1,0,0,0,0,
USER_01460,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01461,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01462,treatment,Good,High,1,1,1,0,0,0,
USER_01463,control,Good,Medium,1,1,0,0,0,0,
USER_01464,treatment,Fair,High,1,1,1,0,0,0,
USER_01465,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01466,treatment,Excellent,High,1,1,1,1,1,1,17189.0
USER_01467,control,Fair,Medium,1,1,0,0,0,0,
USER_01468,treatment,Excellent,Medium,1,1,1,1,1,1,7503.0
USER_01469,treatment,Good,Medium,1,1,1,0,0,0,
USER_01470,treatment,Good,Medium,1,1,1,0,0,0,
USER_01471,treatment,Good,High,1,1,1,0,0,0,
USER_01472,treatment,Good,Medium,1,1,1,0,0,0,
USER_01473,control,Fair,Medium,1,1,0,0,0,0,
USER_01474,control,Excellent,Low,1,1,1,1,1,1,18840.0
USER_01475,control,Good,Medium,1,1,0,0,0,0,
USER_01476,treatment,Fair,Low,1,1,1,0,0,0,
USER_01477,control,Good,Medium,1,1,0,0,0,0,
USER_01478,treatment,Good,Medium,1,1,1,1,1,1,17325.0
USER_01479,control,Fair,High,1,1,0,0,0,0,
USER_01480,treatment,Excellent,Low,1,1,1,0,0,0,
USER_01481,control,Excellent,Medium,1,1,1,0,0,0,
USER_01482,treatment,Good,Low,1,1,1,0,0,0,
USER_01483,treatment,Fair,Low,1,1,1,0,0,0,
USER_01484,control,Excellent,Medium,1,1,1,0,0,0,
USER_01485,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01486,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01487,treatment,Good,High,1,1,0,0,0,0,
USER_01488,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01489,control,Poor,Low,1,1,1,0,0,0,
USER_01490,treatment,Good,Medium,1,1,1,0,0,0,
USER_01491,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01492,treatment,Good,Low,1,1,1,1,1,1,11032.0
USER_01493,control,Good,Medium,1,1,0,0,0,0,
USER_01494,control,Good,Low,1,1,0,0,0,0,
USER_01495,treatment,Good,Medium,1,1,1,1,1,1,15440.0
USER_01496,control,Excellent,High,1,1,0,0,0,0,
USER_01497,control,Poor,Medium,1,1,1,0,0,0,
USER_01498,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01499,treatment,Excellent,Medium,1,1,1,1,1,1,15240.0
USER_01500,control,Excellent,Medium,1,1,0,0,0,0,
USER_01501,control,Excellent,Medium,1,1,0,0,0,0,
USER_01502,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01503,control,Good,High,1,1,1,0,0,0,
USER_01504,treatment,Good,Medium,1,1,1,0,0,0,
USER_01505,treatment,Good,Medium,1,1,1,1,1,1,15202.0
USER_01506,control,Fair,Medium,1,1,0,0,0,0,
USER_01507,control,Fair,Medium,1,1,0,0,0,0,
USER_01508,control,Poor,High,1,1,1,0,0,0,
USER_01509,control,Fair,Medium,1,1,1,0,0,0,
USER_01510,treatment,Good,Medium,1,1,1,1,1,1,9674.0
USER_01511,control,Fair,Low,1,1,0,0,0,0,
USER_01512,control,Excellent,Medium,1,1,0,0,0,0,
USER_01513,control,Good,Medium,1,1,1,0,0,0,
USER_01514,treatment,Good,Low,1,1,1,0,0,0,
USER_01515,control,Excellent,Medium,1,1,0,0,0,0,
USER_01516,control,Fair,Medium,1,1,1,0,0,0,
USER_01517,control,Good,High,1,1,0,0,0,0,
USER_01518,control,Fair,Medium,1,1,1,0,0,0,
USER_01519,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01520,control,Good,High,1,1,0,0,0,0,
USER_01521,treatment,Good,Medium,1,1,0,0,0,0,
USER_01522,control,Good,High,1,1,1,0,0,0,
USER_01523,treatment,Good,Medium,1,1,1,0,0,0,
USER_01524,control,Good,Medium,1,1,0,0,0,0,
USER_01525,control,Good,Medium,1,1,0,0,0,0,
USER_01526,control,Good,Low,1,1,0,0,0,0,
USER_01527,control,Fair,Medium,1,1,1,0,0,0,
USER_01528,control,Excellent,Medium,1,1,1,0,0,0,
USER_01529,control,Good,Medium,1,1,0,0,0,0,
USER_01530,control,Fair,Medium,1,1,1,0,0,0,
USER_01531,treatment,Good,Medium,1,1,1,1,1,1,15847.0
USER_01532,treatment,Fair,High,1,1,0,0,0,0,
USER_01533,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01534,treatment,Good,Medium,1,1,1,1,1,1,7671.0
USER_01535,control,Good,Medium,1,1,0,0,0,0,
USER_01536,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01537,control,Fair,Medium,1,1,0,0,0,0,
USER_01538,control,Excellent,Medium,1,1,0,0,0,0,
USER_01539,treatment,Good,Medium,1,1,1,0,0,0,
USER_01540,control,Excellent,Medium,1,1,0,0,0,0,
USER_01541,treatment,Good,Medium,1,1,1,0,0,0,
USER_01542,control,Good,High,1,1,0,0,0,0,
USER_01543,control,Good,Medium,1,1,0,0,0,0,
USER_01544,control,Good,Medium,1,1,0,0,0,0,
USER_01545,treatment,Poor,High,1,1,1,1,1,1,16976.0
USER_01546,control,Fair,Medium,1,1,0,0,0,0,
USER_01547,treatment,Good,High,1,1,1,1,1,1,16705.0
USER_01548,treatment,Good,Medium,1,1,1,1,1,1,19535.0
USER_01549,control,Fair,High,1,1,0,0,0,0,
USER_01550,control,Fair,Medium,1,1,1,0,0,0,
USER_01551,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01552,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01553,control,Good,High,1,1,1,0,0,0,
USER_01554,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01555,treatment,Excellent,Medium,1,1,1,1,1,1,19418.0
USER_01556,control,Good,Medium,1,1,1,0,0,0,
USER_01557,control,Excellent,Medium,1,1,0,0,0,0,
USER_01558,treatment,Fair,Low,1,1,1,0,0,0,
USER_01559,control,Fair,High,1,1,1,0,0,0,
USER_01560,treatment,Good,Medium,1,1,0,0,0,0,
USER_01561,control,Good,Medium,1,1,0,0,0,0,
USER_01562,control,Excellent,Low,1,1,1,0,0,0,
USER_01563,control,Excellent,Medium,1,1,0,0,0,0,
USER_01564,control,Good,Medium,1,1,0,0,0,0,
USER_01565,treatment,Good,High,1,1,1,1,1,1,13977.0
USER_01566,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01567,treatment,Fair,Medium,1,1,1,1,1,1,6820.0
USER_01568,control,Good,Medium,1,1,1,0,0,0,
USER_01569,control,Fair,Medium,1,1,0,0,0,0,
USER_01570,treatment,Good,Medium,1,1,1,0,0,0,
USER_01571,treatment,Good,Medium,1,1,1,0,0,0,
USER_01572,control,Good,Medium,1,1,0,0,0,0,
USER_01573,control,Fair,Medium,1,1,1,1,1,1,11392.0
USER_01574,control,Excellent,Medium,1,1,0,0,0,0,
USER_01575,control,Excellent,Medium,1,1,1,1,1,1,15871.0
USER_01576,control,Fair,Medium,1,1,1,0,0,0,
USER_01577,control,Fair,High,1,1,1,0,0,0,
USER_01578,control,Fair,Low,1,1,0,0,0,0,
USER_01579,treatment,Good,Medium,1,1,1,1,1,1,5167.0
USER_01580,control,Fair,Low,1,1,1,1,1,1,5656.0
USER_01581,treatment,Fair,High,1,1,1,0,0,0,
USER_01582,treatment,Good,Medium,1,1,1,1,1,1,12820.0
USER_01583,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01584,control,Good,Medium,1,1,0,0,0,0,
USER_01585,treatment,Good,Medium,1,1,0,0,0,0,
USER_01586,control,Good,High,1,1,1,0,0,0,
USER_01587,treatment,Poor,Medium,1,1,0,0,0,0,
USER_01588,treatment,Good,Medium,1,1,1,0,0,0,
USER_01589,control,Good,High,1,1,1,0,0,0,
USER_01590,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_01591,control,Excellent,Low,1,1,1,0,0,0,
USER_01592,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01593,treatment,Poor,Medium,1,1,1,0,0,0,
USER_01594,treatment,Fair,Medium,1,1,1,1,1,1,10834.0
USER_01595,control,Excellent,Low,1,1,0,0,0,0,
USER_01596,control,Fair,Medium,1,1,0,0,0,0,
USER_01597,control,Good,Low,1,1,0,0,0,0,
USER_01598,control,Excellent,High,1,1,0,0,0,0,
USER_01599,treatment,Excellent,High,1,1,1,1,1,1,13983.0
USER_01600,control,Good,Medium,1,1,0,0,0,0,
USER_01601,control,Excellent,Medium,1,1,1,0,0,0,
USER_01602,treatment,Fair,High,1,1,1,0,0,0,
USER_01603,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01604,control,Good,High,1,1,1,0,0,0,
USER_01605,control,Fair,Low,1,1,0,0,0,0,
USER_01606,treatment,Excellent,Medium,1,1,1,1,1,1,10871.0
USER_01607,control,Poor,Medium,1,1,0,0,0,0,
USER_01608,treatment,Good,Medium,1,1,1,0,0,0,
USER_01609,treatment,Good,Medium,1,1,1,0,0,0,
USER_01610,control,Good,Medium,1,1,1,0,0,0,
USER_01611,control,Good,Medium,1,1,0,0,0,0,
USER_01612,treatment,Fair,Low,1,1,1,0,0,0,
USER_01613,control,Good,Medium,1,1,0,0,0,0,
USER_01614,control,Excellent,High,1,1,1,0,0,0,
USER_01615,treatment,Fair,High,1,1,1,1,1,1,14951.0
USER_01616,treatment,Fair,High,1,1,1,0,0,0,
USER_01617,treatment,Good,High,1,1,1,1,1,1,10478.0
USER_01618,control,Good,High,1,1,0,0,0,0,
USER_01619,control,Good,High,1,1,0,0,0,0,
USER_01620,control,Fair,High,1,1,0,0,0,0,
USER_01621,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01622,control,Good,Medium,1,1,1,0,0,0,
USER_01623,control,Good,Medium,1,1,1,0,0,0,
USER_01624,treatment,Good,Low,1,1,1,0,0,0,
USER_01625,control,Good,Low,1,1,0,0,0,0,
USER_01626,control,Fair,Low,1,1,1,0,0,0,
USER_01627,treatment,Excellent,Low,1,1,1,1,1,1,9571.0
USER_01628,treatment,Good,Medium,1,1,1,1,1,1,14680.0
USER_01629,control,Fair,Medium,1,1,1,0,0,0,
USER_01630,treatment,Good,Medium,1,1,1,1,1,1,10427.0
USER_01631,control,Good,Medium,1,1,1,1,1,1,15245.0
USER_01632,treatment,Fair,High,1,1,1,0,0,0,
USER_01633,treatment,Good,High,1,1,1,1,1,1,15271.0
USER_01634,control,Fair,Medium,1,1,0,0,0,0,
USER_01635,treatment,Fair,Low,1,1,1,0,0,0,
USER_01636,treatment,Good,Medium,1,1,1,1,1,1,15556.0
USER_01637,treatment,Good,Low,1,1,1,1,1,1,8350.0
USER_01638,treatment,Excellent,Low,1,1,1,0,0,0,
USER_01639,control,Good,High,1,1,0,0,0,0,
USER_01640,control,Good,Low,1,1,1,0,0,0,
USER_01641,treatment,Excellent,Medium,1,1,1,1,1,1,19715.0
USER_01642,control,Good,Medium,1,1,0,0,0,0,
USER_01643,treatment,Good,Medium,1,1,1,0,0,0,
USER_01644,control,Good,Low,1,1,1,0,0,0,
USER_01645,treatment,Fair,High,1,1,1,0,0,0,
USER_01646,control,Good,Medium,1,1,0,0,0,0,
USER_01647,treatment,Good,Low,1,1,1,0,0,0,
USER_01648,control,Poor,High,1,1,0,0,0,0,
USER_01649,treatment,Fair,Medium,1,1,1,0,0,0,
USER_01650,control,Excellent,Medium,1,1,0,0,0,0,
USER_01651,control,Poor,Medium,1,1,1,0,0,0,
USER_01652,treatment,Good,Medium,1,1,1,1,1,1,19540.0
USER_01653,control,Fair,High,1,1,0,0,0,0,
USER_01654,control,Good,Medium,1,1,0,0,0,0,
USER_01655,control,Fair,Medium,1,1,1,0,0,0,
USER_01656,control,Fair,Medium,1,1,1,0,0,0,
USER_01657,treatment,Good,High,1,1,1,0,0,0,
