user_id,signup_date,credit_score_bucket,income_level,test_group
USER_01033,2024-01-02 00:00:00,Fair,Medium,control
USER_01034,2024-01-14 00:00:00,Good,Medium,control
USER_01035,2024-01-21 00:00:00,Good,Medium,control
USER_01036,2024-01-23 00:00:00,Good,High,control
USER_01037,2024-01-19 00:00:00,Poor,Low,control
USER_01038,2024-01-07 00:00:00,Good,Medium,treatment
USER_01039,2024-01-30 00:00:00,Good,High,treatment
USER_01040,2024-01-23 00:00:00,Good,Low,control
USER_01041,2024-01-07 00:00:00,Fair,Low,treatment
USER_01042,2024-01-11 00:00:00,Excellent,Low,treatment
USER_01043,2024-01-23 00:00:00,Excellent,Medium,treatment
USER_01044,2024-01-24 00:00:00,Good,Medium,control
USER_01045,2024-01-21 00:00:00,Good,Medium,control
USER_01046,2024-01-13 00:00:00,Fair,Medium,treatment
USER_01047,2024-01-23 00:00:00,Excellent,High,control
USER_01048,2024-01-04 00:00:00,Excellent,High,treatment
USER_01049,2024-01-16 00:00:00,Fair,Low,treatment
USER_01050,2024-01-28 00:00:00,Fair,Medium,treatment
USER_01051,2024-01-10 00:00:00,Good,Low,control
USER_01052,2024-01-12 00:00:00,Fair,High,control
USER_01053,2024-01-15 00:00:00,Poor,Low,treatment
USER_01054,2024-01-21 00:00:00,Good,Medium,treatment
USER_01055,2024-01-12 00:00:00,Good,Medium,treatment
USER_01056,2024-01-03 00:00:00,Poor,High,control
USER_01057,2024-01-11 00:00:00,Good,High,treatment
USER_01058,2024-01-11 00:00:00,Good,High,treatment
USER_01059,2024-01-28 00:00:00,Good,High,treatment
USER_01060,2024-01-08 00:00:00,Fair,High,control
USER_01061,2024-01-06 00:00:00,Fair,Medium,control
USER_01062,2024-01-20 00:00:00,Fair,Medium,control
USER_01063,2024-01-21 00:00:00,Fair,Medium,control
USER_01064,2024-01-24 00:00:00,Good,High,treatment
USER_01065,2024-01-07 00:00:00,Good,Medium,treatment
USER_01066,2024-01-14 00:00:00,Poor,Medium,treatment
USER_01067,2024-01-06 00:00:00,Fair,High,control
USER_01068,2024-01-17 00:00:00,Poor,Medium,treatment
USER_01069,2024-01-17 00:00:00,Fair,High,control
USER_01070,2024-01-16 00:00:00,Good,Medium,treatment
USER_01071,2024-01-11 00:00:00,Fair,Medium,control
USER_01072,2024-01-26 00:00:00,Good,Medium,treatment
USER_01073,2024-01-02 00:00:00,Good,Medium,control
USER_01074,2024-01-11 00:00:00,Good,Medium,control
USER_01075,2024-01-27 00:00:00,Good,Medium,treatment
USER_01076,2024-01-13 00:00:00,Good,High,control
USER_01077,2024-01-08 00:00:00,Good,Medium,treatment
USER_01078,2024-01-27 00:00:00,Good,Medium,treatment
USER_01079,2024-01-16 00:00:00,Fair,High,control
USER_01080,2024-01-25 00:00:00,Fair,Medium,treatment
USER_01081,2024-01-25 00:00:00,Good,Low,control
USER_01082,2024-01-14 00:00:00,Fair,Medium,treatment
USER_01083,2024-01-29 00:00:00,Excellent,Medium,treatment
USER_01084,2024-01-11 00:00:00,Good,High,treatment
USER_01085,2024-01-18 00:00:00,Poor,Medium,treatment
USER_01086,2024-01-07 00:00:00,Good,High,control
USER_01087,2024-01-21 00:00:00,Good,High,control
USER_01088,2024-01-30 00:00:00,Fair,Medium,treatment
USER_01089,2024-01-03 00:00:00,Poor,Medium,control
USER_01090,2024-01-12 00:00:00,Good,Medium,treatment
USER_01091,2024-01-13 00:00:00,Fair,Low,control
USER_01092,2024-01-15 00:00:00,Good,Medium,control
USER_01093,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01094,2024-01-06 00:00:00,Good,Medium,treatment
USER_01095,2024-01-25 00:00:00,Fair,Medium,control
USER_01096,2024-01-25 00:00:00,Fair,High,treatment
USER_01097,2024-01-15 00:00:00,Good,Medium,treatment
USER_01098,2024-01-19 00:00:00,Excellent,Medium,treatment
USER_01099,2024-01-02 00:00:00,Excellent,Low,control
USER_01100,2024-01-08 00:00:00,Fair,Low,treatment
USER_01101,2024-01-24 00:00:00,Good,Medium,treatment
USER_01102,2024-01-01 00:00:00,Good,Medium,control
USER_01103,2024-01-17 00:00:00,Good,High,treatment
USER_01104,2024-01-15 00:00:00,Good,Medium,control
USER_01105,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01106,2024-01-31 00:00:00,Good,Low,control
USER_01107,2024-01-06 00:00:00,Good,Medium,treatment
USER_01108,2024-01-23 00:00:00,Fair,High,control
USER_01109,2024-01-14 00:00:00,Excellent,Medium,treatment
USER_01110,2024-01-05 00:00:00,Good,Medium,treatment
USER_01111,2024-01-02 00:00:00,Excellent,Medium,treatment
USER_01112,2024-01-29 00:00:00,Poor,Medium,control
USER_01113,2024-01-09 00:00:00,Fair,Low,control
USER_01114,2024-01-01 00:00:00,Good,High,treatment
USER_01115,2024-01-22 00:00:00,Good,High,control
USER_01116,2024-01-12 00:00:00,Excellent,Medium,control
USER_01117,2024-01-08 00:00:00,Poor,Medium,control
USER_01118,2024-01-11 00:00:00,Excellent,Medium,control
USER_01119,2024-01-20 00:00:00,Excellent,High,treatment
USER_01120,2024-01-08 00:00:00,Poor,Medium,control
USER_01121,2024-01-17 00:00:00,Good,High,treatment
USER_01122,2024-01-06 00:00:00,Good,High,control
USER_01123,2024-01-30 00:00:00,Excellent,Medium,treatment
USER_01124,2024-01-26 00:00:00,Good,Medium,control
USER_01125,2024-01-17 00:00:00,Excellent,Medium,treatment
USER_01126,2024-01-01 00:00:00,Fair,High,treatment
USER_01127,2024-01-23 00:00:00,Poor,Low,treatment
USER_01128,2024-01-25 00:00:00,Good,Medium,control
USER_01129,2024-01-25 00:00:00,Fair,Medium,treatment
USER_01130,2024-01-26 00:00:00,Good,Low,control
USER_01131,2024-01-27 00:00:00,Poor,Medium,treatment
USER_01132,2024-01-01 00:00:00,Good,Low,treatment
USER_01133,2024-01-20 00:00:00,Excellent,Medium,treatment
USER_01134,2024-01-07 00:00:00,Fair,Medium,control
USER_01135,2024-01-23 00:00:00,Fair,Medium,control
USER_01136,2024-01-05 00:00:00,Excellent,Medium,treatment
USER_01137,2024-01-08 00:00:00,Fair,Medium,control
USER_01138,2024-01-29 00:00:00,Excellent,Medium,treatment
USER_01139,2024-01-01 00:00:00,Fair,High,control
USER_01140,2024-01-10 00:00:00,Good,Medium,treatment
USER_01141,2024-01-24 00:00:00,Poor,Medium,control
USER_01142,2024-01-19 00:00:00,Fair,Medium,treatment
USER_01143,2024-01-02 00:00:00,Good,High,treatment
USER_01144,2024-01-29 00:00:00,Poor,Low,treatment
USER_01145,2024-01-06 00:00:00,Good,Medium,control
USER_01146,2024-01-11 00:00:00,Poor,Medium,treatment
USER_01147,2024-01-23 00:00:00,Poor,Low,treatment
USER_01148,2024-01-20 00:00:00,Poor,Medium,control
USER_01149,2024-01-08 00:00:00,Good,Medium,treatment
USER_01150,2024-01-26 00:00:00,Fair,Low,control
USER_01151,2024-01-27 00:00:00,Good,Medium,treatment
USER_01152,2024-01-09 00:00:00,Fair,Low,control
USER_01153,2024-01-31 00:00:00,Good,High,treatment
USER_01154,2024-01-21 00:00:00,Fair,Low,control
USER_01155,2024-01-19 00:00:00,Good,Medium,control
USER_01156,2024-01-28 00:00:00,Excellent,Medium,treatment
USER_01157,2024-01-12 00:00:00,Excellent,Medium,control
USER_01158,2024-01-31 00:00:00,Fair,Medium,treatment
USER_01159,2024-01-05 00:00:00,Good,Medium,control
USER_01160,2024-01-04 00:00:00,Good,Low,treatment
USER_01161,2024-01-06 00:00:00,Poor,Medium,treatment
USER_01162,2024-01-28 00:00:00,Fair,Medium,treatment
USER_01163,2024-01-29 00:00:00,Excellent,High,control
USER_01164,2024-01-22 00:00:00,Good,Medium,control
USER_01165,2024-01-02 00:00:00,Fair,Medium,control
USER_01166,2024-01-05 00:00:00,Good,Medium,treatment
USER_01167,2024-01-04 00:00:00,Fair,Low,control
USER_01168,2024-01-27 00:00:00,Fair,Medium,treatment
USER_01169,2024-01-01 00:00:00,Good,Low,control
USER_01170,2024-01-12 00:00:00,Good,Low,control
USER_01171,2024-01-20 00:00:00,Excellent,High,treatment
USER_01172,2024-01-17 00:00:00,Poor,Medium,treatment
USER_01173,2024-01-14 00:00:00,Fair,Medium,control
USER_01174,2024-01-04 00:00:00,Good,Low,treatment
USER_01175,2024-01-16 00:00:00,Excellent,Medium,treatment
USER_01176,2024-01-11 00:00:00,Good,Medium,treatment
USER_01177,2024-01-13 00:00:00,Excellent,Medium,control
USER_01178,2024-01-04 00:00:00,Excellent,Medium,control
USER_01179,2024-01-14 00:00:00,Good,Medium,control
USER_01180,2024-01-18 00:00:00,Good,Low,control
USER_01181,2024-01-25 00:00:00,Good,Medium,treatment
USER_01182,2024-01-28 00:00:00,Fair,Medium,control
USER_01183,2024-01-27 00:00:00,Poor,Medium,control
USER_01184,2024-01-26 00:00:00,Good,Medium,control
USER_01185,2024-01-25 00:00:00,Good,Medium,control
USER_01186,2024-01-15 00:00:00,Good,Medium,control
USER_01187,2024-01-09 00:00:00,Fair,Medium,control
USER_01188,2024-01-08 00:00:00,Good,Medium,control
USER_01189,2024-01-15 00:00:00,Good,Medium,treatment
USER_01190,2024-01-01 00:00:00,Poor,Medium,control
USER_01191,2024-01-24 00:00:00,Good,High,treatment
USER_01192,2024-01-14 00:00:00,Fair,Medium,treatment
USER_01193,2024-01-08 00:00:00,Fair,Medium,control
USER_01194,2024-01-05 00:00:00,Good,High,treatment
USER_01195,2024-01-17 00:00:00,Fair,Medium,control
USER_01196,2024-01-19 00:00:00,Poor,Medium,treatment
USER_01197,2024-01-28 00:00:00,Good,Medium,control
USER_01198,2024-01-13 00:00:00,Excellent,Medium,treatment
USER_01199,2024-01-01 00:00:00,Fair,Medium,treatment
USER_01200,2024-01-26 00:00:00,Fair,Low,treatment
USER_01201,2024-01-20 00:00:00,Fair,Medium,treatment
USER_01202,2024-01-13 00:00:00,Excellent,Medium,treatment
USER_01203,2024-01-06 00:00:00,Good,Medium,control
USER_01204,2024-01-06 00:00:00,Poor,Medium,treatment
USER_01205,2024-01-15 00:00:00,Fair,High,treatment
USER_01206,2024-01-09 00:00:00,Fair,Medium,treatment
USER_01207,2024-01-02 00:00:00,Good,Medium,control
USER_01208,2024-01-24 00:00:00,Fair,Medium,control
USER_01209,2024-01-07 00:00:00,Excellent,Medium,control
USER_01210,2024-01-09 00:00:00,Good,Medium,treatment
USER_01211,2024-01-29 00:00:00,Excellent,Medium,treatment
USER_01212,2024-01-30 00:00:00,Excellent,Low,treatment
USER_01213,2024-01-15 00:00:00,Excellent,Low,treatment
USER_01214,2024-01-30 00:00:00,Good,Medium,control
USER_01215,2024-01-13 00:00:00,Excellent,Low,control
USER_01216,2024-01-18 00:00:00,Fair,Medium,treatment
USER_01217,2024-01-27 00:00:00,Fair,Low,treatment
USER_01218,2024-01-12 00:00:00,Good,Medium,control
USER_01219,2024-01-19 00:00:00,Good,Medium,treatment
USER_01220,2024-01-30 00:00:00,Good,Medium,treatment
USER_01221,2024-01-10 00:00:00,Excellent,Medium,control
USER_01222,2024-01-21 00:00:00,Poor,Low,treatment
USER_01223,2024-01-19 00:00:00,Good,High,treatment
USER_01224,2024-01-05 00:00:00,Fair,Medium,treatment
USER_01225,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01226,2024-01-04 00:00:00,Good,Medium,treatment
USER_01227,2024-01-12 00:00:00,Good,High,control
USER_01228,2024-01-30 00:00:00,Good,Medium,treatment
USER_01229,2024-01-25 00:00:00,Good,Medium,control
USER_01230,2024-01-09 00:00:00,Good,Medium,control
USER_01231,2024-01-01 00:00:00,Good,Medium,treatment
USER_01232,2024-01-20 00:00:00,Poor,High,treatment
USER_01233,2024-01-19 00:00:00,Poor,Medium,treatment
USER_01234,2024-01-19 00:00:00,Good,Medium,control
USER_01235,2024-01-20 00:00:00,Good,Medium,control
USER_01236,2024-01-06 00:00:00,Fair,Medium,treatment
USER_01237,2024-01-31 00:00:00,Poor,Low,treatment
USER_01238,2024-01-29 00:00:00,Good,Medium,treatment
USER_01239,2024-01-05 00:00:00,Good,Low,treatment
USER_01240,2024-01-20 00:00:00,Fair,Medium,control
USER_01241,2024-01-21 00:00:00,Good,Medium,treatment
USER_01242,2024-01-19 00:00:00,Fair,Medium,treatment
USER_01243,2024-01-21 00:00:00,Good,Medium,treatment
USER_01244,2024-01-19 00:00:00,Fair,Medium,treatment
USER_01245,2024-01-01 00:00:00,Excellent,High,control
USER_01246,2024-01-19 00:00:00,Good,Medium,treatment
USER_01247,2024-01-12 00:00:00,Good,Low,control
USER_01248,2024-01-10 00:00:00,Excellent,Medium,treatment
USER_01249,2024-01-12 00:00:00,Excellent,Low,control
USER_01250,2024-01-19 00:00:00,Fair,Medium,treatment
USER_01251,2024-01-23 00:00:00,Fair,Medium,treatment
USER_01252,2024-01-25 00:00:00,Good,Medium,control
USER_01253,2024-01-23 00:00:00,Good,Medium,treatment
USER_01254,2024-01-24 00:00:00,Excellent,High,treatment
USER_01255,2024-01-03 00:00:00,Good,Medium,treatment
USER_01256,2024-01-07 00:00:00,Fair,Medium,control
USER_01257,2024-01-09 00:00:00,Excellent,Low,control
USER_01258,2024-01-14 00:00:00,Fair,High,control
USER_01259,2024-01-14 00:00:00,Poor,Medium,control
USER_01260,2024-01-02 00:00:00,Excellent,Medium,treatment
USER_01261,2024-01-03 00:00:00,Fair,Medium,control
USER_01262,2024-01-28 00:00:00,Excellent,Low,control
USER_01263,2024-01-31 00:00:00,Poor,Medium,control
USER_01264,2024-01-26 00:00:00,Good,Medium,control
USER_01265,2024-01-21 00:00:00,Good,Medium,control
USER_01266,2024-01-03 00:00:00,Fair,Medium,treatment
USER_01267,2024-01-03 00:00:00,Fair,Low,treatment
USER_01268,2024-01-23 00:00:00,Good,Medium,control
USER_01269,2024-01-10 00:00:00,Fair,Medium,treatment
USER_01270,2024-01-21 00:00:00,Good,Low,control
USER_01271,2024-01-25 00:00:00,Good,High,treatment
USER_01272,2024-01-05 00:00:00,Good,High,control
USER_01273,2024-01-11 00:00:00,Fair,Medium,control
USER_01274,2024-01-03 00:00:00,Fair,Medium,control
USER_01275,2024-01-26 00:00:00,Poor,Medium,treatment
USER_01276,2024-01-01 00:00:00,Good,Medium,treatment
USER_01277,2024-01-16 00:00:00,Excellent,Medium,control
USER_01278,2024-01-16 00:00:00,Good,Medium,treatment
USER_01279,2024-01-13 00:00:00,Fair,Low,control
USER_01280,2024-01-20 00:00:00,Fair,Medium,treatment
USER_01281,2024-01-31 00:00:00,Poor,Low,treatment
USER_01282,2024-01-11 00:00:00,Good,Medium,treatment
USER_01283,2024-01-24 00:00:00,Excellent,Medium,treatment
USER_01284,2024-01-02 00:00:00,Excellent,High,control
USER_01285,2024-01-19 00:00:00,Good,Low,control
USER_01286,2024-01-10 00:00:00,Good,Medium,treatment
USER_01287,2024-01-29 00:00:00,Fair,High,control
USER_01288,2024-01-19 00:00:00,Good,High,control
USER_01289,2024-01-24 00:00:00,Poor,Medium,control
USER_01290,2024-01-29 00:00:00,Good,Medium,treatment
USER_01291,2024-01-25 00:00:00,Poor,Medium,control
USER_01292,2024-01-08 00:00:00,Poor,Medium,control
USER_01293,2024-01-08 00:00:00,Good,Medium,treatment
USER_01294,2024-01-24 00:00:00,Good,Medium,treatment
USER_01295,2024-01-13 00:00:00,Good,Low,control
USER_01296,2024-01-06 00:00:00,Excellent,High,treatment
USER_01297,2024-01-17 00:00:00,Good,Medium,treatment
USER_01298,2024-01-05 00:00:00,Good,Medium,treatment
USER_01299,2024-01-29 00:00:00,Good,Medium,treatment
USER_01300,2024-01-02 00:00:00,Fair,Low,treatment
USER_01301,2024-01-24 00:00:00,Fair,Medium,control
USER_01302,2024-01-11 00:00:00,Poor,Medium,treatment
USER_01303,2024-01-19 00:00:00,Poor,Medium,treatment
USER_01304,2024-01-20 00:00:00,Poor,High,treatment
USER_01305,2024-01-21 00:00:00,Fair,Medium,treatment
USER_01306,2024-01-20 00:00:00,Excellent,Medium,control
USER_01307,2024-01-09 00:00:00,Excellent,Medium,treatment
USER_01308,2024-01-15 00:00:00,Fair,Medium,treatment
USER_01309,2024-01-22 00:00:00,Fair,High,control
USER_01310,2024-01-23 00:00:00,Fair,Medium,treatment
USER_01311,2024-01-25 00:00:00,Excellent,Medium,treatment
USER_01312,2024-01-25 00:00:00,Excellent,Medium,treatment
USER_01313,2024-01-03 00:00:00,Good,High,treatment
USER_01314,2024-01-18 00:00:00,Good,Low,control
USER_01315,2024-01-05 00:00:00,Excellent,Medium,treatment
USER_01316,2024-01-09 00:00:00,Fair,Medium,treatment
USER_01317,2024-01-18 00:00:00,Good,Medium,control
USER_01318,2024-01-09 00:00:00,Good,Medium,control
USER_01319,2024-01-26 00:00:00,Good,High,treatment
USER_01320,2024-01-20 00:00:00,Excellent,Medium,treatment
USER_01321,2024-01-07 00:00:00,Good,High,treatment
USER_01322,2024-01-25 00:00:00,Fair,Medium,treatment
USER_01323,2024-01-16 00:00:00,Good,Medium,treatment
USER_01324,2024-01-12 00:00:00,Poor,Low,treatment
USER_01325,2024-01-10 00:00:00,Good,Medium,control
USER_01326,2024-01-21 00:00:00,Good,High,treatment
USER_01327,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01328,2024-01-30 00:00:00,Poor,High,treatment
USER_01329,2024-01-10 00:00:00,Poor,Low,treatment
USER_01330,2024-01-14 00:00:00,Good,Medium,control
USER_01331,2024-01-06 00:00:00,Good,Medium,control
USER_01332,2024-01-29 00:00:00,Good,Medium,control
USER_01333,2024-01-23 00:00:00,Good,Medium,control
USER_01334,2024-01-29 00:00:00,Good,High,control
USER_01335,2024-01-29 00:00:00,Fair,Medium,treatment
USER_01336,2024-01-16 00:00:00,Good,Medium,treatment
USER_01337,2024-01-10 00:00:00,Good,Medium,control
USER_01338,2024-01-23 00:00:00,Fair,Medium,control
USER_01339,2024-01-29 00:00:00,Poor,High,control
USER_01340,2024-01-29 00:00:00,Poor,Low,treatment
USER_01341,2024-01-01 00:00:00,Excellent,Medium,control
USER_01342,2024-01-10 00:00:00,Fair,Low,treatment
USER_01343,2024-01-18 00:00:00,Good,Low,treatment
USER_01344,2024-01-17 00:00:00,Good,Medium,treatment
USER_01345,2024-01-11 00:00:00,Poor,Low,control
USER_01346,2024-01-08 00:00:00,Good,Medium,control
USER_01347,2024-01-27 00:00:00,Poor,Medium,control
USER_01348,2024-01-18 00:00:00,Good,Medium,treatment
USER_01349,2024-01-15 00:00:00,Poor,Medium,treatment
USER_01350,2024-01-25 00:00:00,Excellent,Medium,control
USER_01351,2024-01-25 00:00:00,Excellent,Medium,treatment
USER_01352,2024-01-10 00:00:00,Good,Medium,treatment
USER_01353,2024-01-11 00:00:00,Excellent,High,control
USER_01354,2024-01-27 00:00:00,Excellent,Medium,control
USER_01355,2024-01-16 00:00:00,Fair,Low,treatment
USER_01356,2024-01-22 00:00:00,Good,Medium,control
USER_01357,2024-01-30 00:00:00,Poor,Medium,treatment
USER_01358,2024-01-10 00:00:00,Good,High,treatment
USER_01359,2024-01-11 00:00:00,Fair,Medium,treatment
USER_01360,2024-01-25 00:00:00,Good,Medium,treatment
USER_01361,2024-01-08 00:00:00,Excellent,Medium,treatment
USER_01362,2024-01-15 00:00:00,Excellent,Medium,control
USER_01363,2024-01-19 00:00:00,Fair,Low,treatment
USER_01364,2024-01-27 00:00:00,Good,Medium,control
USER_01365,2024-01-19 00:00:00,Poor,Medium,control
USER_01366,2024-01-24 00:00:00,Poor,Low,treatment
USER_01367,2024-01-23 00:00:00,Excellent,Low,control
USER_01368,2024-01-14 00:00:00,Good,Medium,control
USER_01369,2024-01-02 00:00:00,Poor,Medium,control
USER_01370,2024-01-08 00:00:00,Excellent,High,treatment
USER_01371,2024-01-30 00:00:00,Good,Medium,control
USER_01372,2024-01-11 00:00:00,Excellent,High,control
USER_01373,2024-01-22 00:00:00,Excellent,Medium,treatment
USER_01374,2024-01-29 00:00:00,Excellent,Medium,control
USER_01375,2024-01-21 00:00:00,Good,Medium,control
USER_01376,2024-01-24 00:00:00,Good,High,control
USER_01377,2024-01-29 00:00:00,Excellent,High,control
USER_01378,2024-01-10 00:00:00,Fair,Medium,treatment
USER_01379,2024-01-01 00:00:00,Fair,Medium,treatment
USER_01380,2024-01-14 00:00:00,Fair,Medium,control
USER_01381,2024-01-14 00:00:00,Poor,Medium,treatment
USER_01382,2024-01-15 00:00:00,Good,Medium,control
USER_01383,2024-01-25 00:00:00,Good,Medium,treatment
USER_01384,2024-01-30 00:00:00,Excellent,High,treatment
USER_01385,2024-01-07 00:00:00,Good,Medium,treatment
USER_01386,2024-01-10 00:00:00,Fair,High,control
USER_01387,2024-01-21 00:00:00,Excellent,Medium,control
USER_01388,2024-01-01 00:00:00,Good,Medium,control
USER_01389,2024-01-01 00:00:00,Fair,Medium,treatment
USER_01390,2024-01-21 00:00:00,Good,Medium,treatment
USER_01391,2024-01-19 00:00:00,Excellent,High,control
USER_01392,2024-01-12 00:00:00,Fair,Low,treatment
USER_01393,2024-01-16 00:00:00,Poor,Medium,control
USER_01394,2024-01-15 00:00:00,Good,Low,treatment
USER_01395,2024-01-13 00:00:00,Fair,High,treatment
USER_01396,2024-01-16 00:00:00,Good,Low,treatment
USER_01397,2024-01-06 00:00:00,Excellent,Low,control
USER_01398,2024-01-13 00:00:00,Fair,Medium,treatment
USER_01399,2024-01-25 00:00:00,Good,Low,control
USER_01400,2024-01-29 00:00:00,Good,Low,treatment
USER_01401,2024-01-21 00:00:00,Good,Medium,treatment
USER_01402,2024-01-06 00:00:00,Poor,Medium,treatment
USER_01403,2024-01-28 00:00:00,Poor,High,treatment
USER_01404,2024-01-13 00:00:00,Poor,Medium,treatment
USER_01405,2024-01-19 00:00:00,Good,Medium,treatment
USER_01406,2024-01-05 00:00:00,Fair,Medium,control
USER_01407,2024-01-17 00:00:00,Good,Low,treatment
USER_01408,2024-01-23 00:00:00,Fair,High,treatment
USER_01409,2024-01-21 00:00:00,Good,Medium,treatment
USER_01410,2024-01-23 00:00:00,Fair,High,control
USER_01411,2024-01-30 00:00:00,Poor,Low,treatment
USER_01412,2024-01-25 00:00:00,Excellent,Low,control
USER_01413,2024-01-29 00:00:00,Fair,Medium,treatment
USER_01414,2024-01-10 00:00:00,Fair,Medium,control
USER_01415,2024-01-14 00:00:00,Poor,Medium,control
USER_01416,2024-01-07 00:00:00,Fair,Low,treatment
USER_01417,2024-01-12 00:00:00,Good,Medium,control
USER_01418,2024-01-04 00:00:00,Good,Medium,control
USER_01419,2024-01-29 00:00:00,Poor,Medium,treatment
USER_01420,2024-01-03 00:00:00,Excellent,Medium,treatment
USER_01421,2024-01-28 00:00:00,Fair,Medium,control
USER_01422,2024-01-03 00:00:00,Good,High,control
USER_01423,2024-01-25 00:00:00,Good,Medium,treatment
USER_01424,2024-01-06 00:00:00,Good,High,control
USER_01425,2024-01-16 00:00:00,Fair,Medium,treatment
USER_01426,2024-01-16 00:00:00,Good,High,control
USER_01427,2024-01-07 00:00:00,Excellent,Medium,treatment
USER_01428,2024-01-03 00:00:00,Fair,Medium,treatment
USER_01429,2024-01-27 00:00:00,Fair,High,control
USER_01430,2024-01-02 00:00:00,Good,Low,treatment
USER_01431,2024-01-07 00:00:00,Good,Medium,control
USER_01432,2024-01-01 00:00:00,Good,High,treatment
USER_01433,2024-01-19 00:00:00,Good,Medium,control
USER_01434,2024-01-07 00:00:00,Good,Medium,treatment
USER_01435,2024-01-24 00:00:00,Poor,Low,control
USER_01436,2024-01-03 00:00:00,Good,Medium,control
USER_01437,2024-01-06 00:00:00,Good,High,control
USER_01438,2024-01-30 00:00:00,Excellent,Medium,treatment
USER_01439,2024-01-30 00:00:00,Excellent,Low,treatment
USER_01440,2024-01-25 00:00:00,Poor,Medium,control
USER_01441,2024-01-24 00:00:00,Fair,High,control
USER_01442,2024-01-26 00:00:00,Excellent,Medium,treatment
USER_01443,2024-01-24 00:00:00,Good,Medium,treatment
USER_01444,2024-01-18 00:00:00,Excellent,Medium,control
USER_01445,2024-01-04 00:00:00,Good,Medium,control
USER_01446,2024-01-20 00:00:00,Good,High,treatment
USER_01447,2024-01-27 00:00:00,Good,Low,treatment
USER_01448,2024-01-28 00:00:00,Excellent,Medium,control
USER_01449,2024-01-16 00:00:00,Fair,Low,control
USER_01450,2024-01-24 00:00:00,Good,High,control
USER_01451,2024-01-26 00:00:00,Fair,Medium,treatment
USER_01452,2024-01-31 00:00:00,Fair,Medium,control
USER_01453,2024-01-17 00:00:00,Poor,High,treatment
USER_01454,2024-01-09 00:00:00,Good,Low,treatment
USER_01455,2024-01-23 00:00:00,Good,Medium,treatment
USER_01456,2024-01-07 00:00:00,Good,Low,treatment
USER_01457,2024-01-19 00:00:00,Good,High,treatment
USER_01458,2024-01-01 00:00:00,Fair,Medium,treatment
USER_01459,2024-01-16 00:00:00,Fair,High,control
USER_01460,2024-01-18 00:00:00,Excellent,Medium,treatment
USER_01461,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01462,2024-01-21 00:00:00,Good,High,treatment
USER_01463,2024-01-28 00:00:00,Good,Medium,control
USER_01464,2024-01-17 00:00:00,Fair,High,treatment
USER_01465,2024-01-08 00:00:00,Excellent,Medium,treatment
USER_01466,2024-01-19 00:00:00,Excellent,High,treatment
USER_01467,2024-01-21 00:00:00,Fair,Medium,control
USER_01468,2024-01-04 00:00:00,Excellent,Medium,treatment
USER_01469,2024-01-02 00:00:00,Good,Medium,treatment
USER_01470,2024-01-25 00:00:00,Good,Medium,treatment
USER_01471,2024-01-22 00:00:00,Good,High,treatment
USER_01472,2024-01-23 00:00:00,Good,Medium,treatment
USER_01473,2024-01-30 00:00:00,Fair,Medium,control
USER_01474,2024-01-11 00:00:00,Excellent,Low,control
USER_01475,2024-01-01 00:00:00,Good,Medium,control
USER_01476,2024-01-04 00:00:00,Fair,Low,treatment
USER_01477,2024-01-11 00:00:00,Good,Medium,control
USER_01478,2024-01-08 00:00:00,Good,Medium,treatment
USER_01479,2024-01-26 00:00:00,Fair,High,control
USER_01480,2024-01-25 00:00:00,Excellent,Low,treatment
USER_01481,2024-01-16 00:00:00,Excellent,Medium,control
USER_01482,2024-01-14 00:00:00,Good,Low,treatment
USER_01483,2024-01-07 00:00:00,Fair,Low,treatment
USER_01484,2024-01-12 00:00:00,Excellent,Medium,control
USER_01485,2024-01-12 00:00:00,Fair,Medium,treatment
USER_01486,2024-01-23 00:00:00,Fair,Medium,treatment
USER_01487,2024-01-10 00:00:00,Good,High,treatment
USER_01488,2024-01-04 00:00:00,Poor,Medium,treatment
USER_01489,2024-01-16 00:00:00,Poor,Low,control
USER_01490,2024-01-10 00:00:00,Good,Medium,treatment
USER_01491,2024-01-02 00:00:00,Fair,Medium,treatment
USER_01492,2024-01-10 00:00:00,Good,Low,treatment
USER_01493,2024-01-26 00:00:00,Good,Medium,control
USER_01494,2024-01-07 00:00:00,Good,Low,control
USER_01495,2024-01-29 00:00:00,Good,Medium,treatment
USER_01496,2024-01-18 00:00:00,Excellent,High,control
USER_01497,2024-01-11 00:00:00,Poor,Medium,control
USER_01498,2024-01-01 00:00:00,Excellent,Medium,treatment
USER_01499,2024-01-11 00:00:00,Excellent,Medium,treatment
USER_01500,2024-01-30 00:00:00,Excellent,Medium,control
USER_01501,2024-01-24 00:00:00,Excellent,Medium,control
USER_01502,2024-01-07 00:00:00,Poor,Medium,treatment
USER_01503,2024-01-12 00:00:00,Good,High,control
USER_01504,2024-01-14 00:00:00,Good,Medium,treatment
USER_01505,2024-01-26 00:00:00,Good,Medium,treatment
USER_01506,2024-01-27 00:00:00,Fair,Medium,control
USER_01507,2024-01-25 00:00:00,Fair,Medium,control
USER_01508,2024-01-13 00:00:00,Poor,High,control
